feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1702,CUST5934,Product C,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,30,2024-05-02,North,Premium,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1703,CUST6929,Product E,User Experience,Very happy with my purchase. Great product!,4,Positive,99,2024-06-28,South,Returning,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1704,CUST2846,Product B,Features,Overpriced and low quality. Would not recommend.,1,Negative,16,2025-08-02,West,Returning,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1705,CUST6966,Product C,Customer Service,Excellent product! Really satisfied with the quality and service.,4,Positive,100,2024-04-28,West,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1706,CUST1859,Product E,Customer Service,Customer support is unhelpful and rude.,1,Negative,13,2024-10-07,South,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1707,CUST8287,Product E,User Experience,Poor customer service. They didn't respond to my complaints.,1,Negative,33,2025-03-10,East,Returning,poor customer service. they didnt respond to my complaints.,"['poor', 'customer', 'service', '.', 'they', 'didnt', 'respond', 'to', 'my', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaints', '.']","['poor', 'customer', 'service', '.', 'didnt', 'respond', 'complaint', '.']",poor customer service . didnt respond complaint .
FB1708,CUST2804,Product C,Customer Service,The features are missing and the interface is confusing.,1,Negative,34,2024-05-21,North,New,the features are missing and the interface is confusing.,"['the', 'features', 'are', 'missing', 'and', 'the', 'interface', 'is', 'confusing', '.']","['features', 'missing', 'interface', 'confusing', '.']","['feature', 'missing', 'interface', 'confusing', '.']",feature missing interface confusing .
FB1709,CUST2204,Product D,User Experience,The experience was okay. Some issues but manageable.,3,Neutral,57,2024-12-26,West,New,the experience was okay. some issues but manageable.,"['the', 'experience', 'was', 'okay', '.', 'some', 'issues', 'but', 'manageable', '.']","['experience', 'okay', '.', 'issues', 'manageable', '.']","['experience', 'okay', '.', 'issue', 'manageable', '.']",experience okay . issue manageable .
FB1710,CUST7346,Product C,Customer Service,The team was very helpful and professional.,5,Positive,85,2025-01-19,West,Premium,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1711,CUST3084,Product A,Features,Overpriced and low quality. Would not recommend.,1,Negative,20,2024-05-16,North,Returning,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1712,CUST3804,Product C,Customer Service,Fantastic! Will definitely order again.,5,Positive,93,2024-03-18,East,Premium,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1713,CUST4763,Product A,Pricing,The product quality is subpar and doesn't meet expectations.,1,Negative,28,2024-04-08,West,New,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1714,CUST8014,Product B,Customer Service,Fantastic! Will definitely order again.,5,Positive,80,2025-06-27,East,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1715,CUST1083,Product D,Product Quality,The team was very helpful and professional.,4,Positive,98,2025-06-15,North,Returning,the team was very helpful and professional.,"['the', 'team', 'was', 'very', 'helpful', 'and', 'professional', '.']","['team', 'helpful', 'professional', '.']","['team', 'helpful', 'professional', '.']",team helpful professional .
FB1716,CUST2605,Product D,Pricing,Very happy with my purchase. Great product!,5,Positive,95,2025-03-30,South,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1717,CUST6872,Product C,Customer Service,Bad experience. The product arrived late and broken.,1,Negative,14,2025-05-24,North,New,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1718,CUST1399,Product D,Pricing,The delivery took too long and the product was damaged.,2,Negative,37,2025-03-05,South,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1719,CUST1022,Product A,Pricing,I love this product! It's exactly what I needed.,5,Positive,100,2024-12-19,East,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1720,CUST6500,Product A,User Experience,The delivery was fast and the product is exactly as described.,4,Positive,82,2023-12-03,East,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1721,CUST7003,Product B,Features,Fantastic! Will definitely order again.,4,Positive,91,2024-02-21,North,Premium,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1722,CUST9841,Product A,Features,The delivery took too long and the product was damaged.,2,Negative,17,2025-10-26,West,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1723,CUST6250,Product C,Delivery,The product meets basic expectations but nothing more.,3,Neutral,57,2025-06-16,West,Returning,the product meets basic expectations but nothing more.,"['the', 'product', 'meets', 'basic', 'expectations', 'but', 'nothing', 'more', '.']","['product', 'meets', 'basic', 'expectations', 'nothing', '.']","['product', 'meet', 'basic', 'expectation', 'nothing', '.']",product meet basic expectation nothing .
FB1724,CUST9215,Product E,Product Quality,I love this product! It's exactly what I needed.,5,Positive,95,2023-12-25,West,Premium,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1725,CUST7031,Product A,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,24,2025-04-27,West,New,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1726,CUST2791,Product B,Delivery,Great value for money. Highly recommend to everyone!,5,Positive,82,2024-01-21,North,Premium,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1727,CUST7824,Product E,Customer Service,Outstanding customer service. They resolved my issue quickly.,4,Positive,89,2024-03-30,West,Returning,outstanding customer service. they resolved my issue quickly.,"['outstanding', 'customer', 'service', '.', 'they', 'resolved', 'my', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']","['outstanding', 'customer', 'service', '.', 'resolved', 'issue', 'quickly', '.']",outstanding customer service . resolved issue quickly .
FB1728,CUST2031,Product A,Customer Service,Excellent product! Really satisfied with the quality and service.,5,Positive,86,2025-01-03,East,Returning,excellent product! really satisfied with the quality and service.,"['excellent', 'product', '!', 'really', 'satisfied', 'with', 'the', 'quality', 'and', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']","['excellent', 'product', '!', 'really', 'satisfied', 'quality', 'service', '.']",excellent product ! really satisfied quality service .
FB1729,CUST9686,Product E,Pricing,I love this product! It's exactly what I needed.,5,Positive,98,2025-06-14,West,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1730,CUST4715,Product D,Delivery,The delivery was fast and the product is exactly as described.,4,Positive,88,2025-06-02,East,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1731,CUST3634,Product E,Delivery,Fantastic! Will definitely order again.,4,Positive,99,2024-03-30,South,New,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
